"age","race","sex","native-country"
43,"White","Male","United-States"
28,"White","Male","United-States"
51,"White","Male","Mexico"
31,"White","Male","Mexico"
69,"Black","Female","United-States"
57,"White","Male","United-States"
28,"White","Female","United-States"
25,"White","Male","United-States"
49,"White","Male","Columbia"
52,"White","Male","United-States"
32,"White","Male","El-Salvador"
31,"Asian-Pac-Islander","Female","United-States"
30,"White","Male","United-States"
24,"White","Male","United-States"
45,"White","Male","Yugoslavia"
30,"White","Male","United-States"
52,"White","Male","United-States"
42,"Black","Female","United-States"
49,"White","Male","United-States"
20,"White","Male","United-States"
25,"White","Female","United-States"
41,"White","Male","Outlying-US(Guam-USVI-etc)"
55,"Black","Female","United-States"
31,"White","Male","United-States"
25,"Black","Female","United-States"
32,"White","Male","United-States"
29,"White","Male","United-States"
52,"White","Female","United-States"
19,"White","Female","United-States"
43,"White","Male","United-States"
40,"White","Male","United-States"
54,"White","Female","Mexico"
35,"White","Male","United-States"
34,"White","Female","United-States"
35,"White","Male","United-States"
57,"Asian-Pac-Islander","Male","Taiwan"
26,"White","Female","United-States"
55,"White","Female","United-States"
51,"White","Female","United-States"
35,"Black","Male","Jamaica"
31,"White","Male","United-States"
17,"White","Female","United-States"
38,"White","Female","United-States"
39,"White","Male","United-States"
29,"White","Male","United-States"
39,"White","Female","United-States"
42,"White","Male","United-States"
46,"White","Male","United-States"
73,"White","Male","United-States"
47,"White","Female","United-States"
28,"White","Female","United-States"
27,"White","Male","United-States"
38,"White","Male","United-States"
19,"White","Male","United-States"
60,"White","Male","United-States"
24,"White","Male","United-States"
52,"White","Male","United-States"
36,"White","Female","United-States"
26,"White","Female","Canada"
28,"White","Male","United-States"
38,"White","Male","United-States"
47,"White","Male","United-States"
50,"White","Female","United-States"
27,"White","Male","United-States"
47,"White","Female","United-States"
36,"White","Female","United-States"
49,"Black","Male","United-States"
63,"White","Female","United-States"
36,"White","Male","United-States"
42,"White","Female","United-States"
28,"Black","Female","United-States"
38,"White","Female","United-States"
43,"White","Male","United-States"
49,"White","Male","United-States"
59,"White","Female","United-States"
25,"White","Male","United-States"
26,"White","Female","United-States"
59,"White","Female","United-States"
34,"White","Male","United-States"
34,"Asian-Pac-Islander","Male","India"
67,"White","Female","United-States"
45,"White","Female","United-States"
64,"Black","Male","United-States"
51,"White","Male","Canada"
31,"White","Male","United-States"
42,"White","Male","United-States"
65,"Asian-Pac-Islander","Male","United-States"
23,"White","Male","United-States"
31,"White","Male","United-States"
33,"White","Female","United-States"
17,"White","Male","United-States"
63,"White","Male","United-States"
48,"White","Male","United-States"
45,"White","Male","United-States"
17,"White","Male","United-States"
26,"White","Male","United-States"
38,"Black","Female","United-States"
29,"White","Female","Outlying-US(Guam-USVI-etc)"
44,"White","Female","United-States"
43,"White","Male","United-States"
39,"White","Male","United-States"
43,"Black","Male","Haiti"
23,"White","Female","United-States"
19,"Asian-Pac-Islander","Female","United-States"
49,"White","Male","Canada"
52,"White","Male","United-States"
32,"White","Male","United-States"
38,"White","Male","United-States"
44,"White","Male","United-States"
63,"White","Male","United-States"
21,"White","Male","Columbia"
32,"White","Male","United-States"
24,"White","Female","United-States"
50,"White","Male","Puerto-Rico"
26,"White","Male","United-States"
35,"White","Male","United-States"
31,"White","Male","United-States"
24,"Other","Male","Mexico"
40,"White","Male","United-States"
31,"White","Male","United-States"
43,"White","Male","Poland"
44,"White","Male","United-States"
40,"White","Female","United-States"
52,"White","Male","United-States"
51,"White","Male","United-States"
39,"White","Male","United-States"
40,"White","Male","United-States"
40,"White","Male","United-States"
33,"White","Male","United-States"
38,"White","Male","United-States"
29,"White","Male","United-States"
37,"Black","Female","United-States"
37,"White","Male","United-States"
19,"White","Male","United-States"
46,"Black","Male","United-States"
46,"White","Male","United-States"
37,"Black","Male","United-States"
38,"White","Female","United-States"
26,"White","Male","United-States"
34,"White","Female","United-States"
57,"White","Male","United-States"
33,"White","Male","United-States"
26,"White","Male","United-States"
20,"White","Female","United-States"
38,"White","Male","United-States"
61,"White","Male","United-States"
17,"White","Male","United-States"
40,"Other","Male","United-States"
18,"White","Male","United-States"
21,"White","Female","United-States"
41,"White","Male","Peru"
46,"White","Female","United-States"
55,"White","Male","United-States"
27,"White","Male","United-States"
39,"White","Male","United-States"
36,"Black","Male","United-States"
51,"White","Male","United-States"
27,"White","Male","United-States"
30,"White","Male","United-States"
42,"White","Male","United-States"
23,"White","Female","United-States"
56,"White","Male","United-States"
41,"White","Male","United-States"
49,"White","Male","United-States"
46,"Amer-Indian-Eskimo","Female","United-States"
54,"White","Male","Greece"
38,"White","Male","United-States"
45,"Asian-Pac-Islander","Male","India"
50,"White","Male","United-States"
22,"White","Female","United-States"
31,"White","Male","Ireland"
27,"White","Male","United-States"
34,"White","Male","United-States"
46,"White","Male","United-States"
47,"White","Male","United-States"
36,"Asian-Pac-Islander","Male","United-States"
22,"White","Male","United-States"
51,"White","Male","United-States"
43,"White","Male","United-States"
54,"White","Male","United-States"
24,"Black","Female","Dominican-Republic"
29,"Asian-Pac-Islander","Male","United-States"
40,"White","Female","United-States"
18,"White","Male","United-States"
31,"White","Male","United-States"
57,"White","Male","Germany"
32,"Black","Female","United-States"
48,"White","Male","United-States"
24,"White","Male","United-States"
24,"White","Female","United-States"
24,"White","Male","Guatemala"
49,"White","Female","United-States"
27,"White","Male","United-States"
37,"White","Female","United-States"
33,"White","Male","United-States"
19,"White","Male","United-States"
45,"White","Female","United-States"
54,"White","Female","United-States"
47,"White","Male","United-States"
22,"Other","Female","Dominican-Republic"
20,"White","Male","United-States"
36,"White","Male","United-States"
58,"White","Male","United-States"
34,"White","Female","United-States"
36,"White","Female","United-States"
28,"Black","Female","United-States"
38,"White","Male","United-States"
32,"Asian-Pac-Islander","Male","India"
35,"White","Male","United-States"
51,"White","Male","United-States"
33,"White","Male","United-States"
71,"White","Female","Germany"
48,"White","Male","United-States"
53,"White","Male","United-States"
40,"White","Male","United-States"
64,"White","Male","United-States"
42,"White","Male","United-States"
25,"White","Male","United-States"
66,"White","Female","United-States"
42,"White","Male","United-States"
24,"White","Male","United-States"
19,"White","Female","United-States"
26,"White","Female","United-States"
22,"Black","Male","United-States"
33,"White","Male","United-States"
63,"White","Male","United-States"
20,"White","Male","United-States"
33,"White","Male","Mexico"
56,"White","Male","United-States"
70,"White","Male","United-States"
42,"White","Male","United-States"
25,"Black","Female","United-States"
28,"White","Male","United-States"
80,"White","Male","United-States"
36,"Black","Female","United-States"
37,"White","Male","United-States"
38,"White","Male","United-States"
52,"White","Female","United-States"
49,"White","Female","United-States"
30,"White","Male","United-States"
36,"Black","Male","United-States"
70,"White","Male","United-States"
55,"White","Male","United-States"
25,"White","Female","United-States"
59,"White","Female","Italy"
22,"White","Male","United-States"
41,"White","Male","United-States"
62,"White","Male","United-States"
54,"White","Female","United-States"
38,"Black","Female","United-States"
52,"White","Male","United-States"
36,"White","Male","United-States"
74,"White","Male","United-States"
35,"White","Female","Mexico"
41,"Amer-Indian-Eskimo","Male","United-States"
30,"White","Female","United-States"
25,"White","Male","United-States"
35,"White","Male","United-States"
38,"White","Male","United-States"
34,"White","Male","United-States"
48,"White","Male","United-States"
50,"Asian-Pac-Islander","Female","United-States"
19,"White","Female","United-States"
51,"White","Male","United-States"
39,"White","Male","United-States"
20,"White","Female","United-States"
17,"White","Male","United-States"
42,"White","Male","United-States"
25,"Other","Female","Ecuador"
36,"White","Female","United-States"
65,"White","Female","United-States"
32,"White","Male","United-States"
33,"White","Male","United-States"
32,"Black","Female","United-States"
25,"White","Male","United-States"
41,"White","Female","United-States"
44,"White","Male","United-States"
72,"White","Male","United-States"
36,"White","Male","United-States"
67,"White","Male","United-States"
28,"White","Male","United-States"
24,"Other","Male","United-States"
17,"White","Male","United-States"
32,"Black","Female","United-States"
67,"White","Female","United-States"
51,"Asian-Pac-Islander","Male","India"
32,"White","Male","Guatemala"
39,"White","Male","United-States"
18,"White","Female","United-States"
50,"White","Male","United-States"
24,"White","Female","United-States"
21,"White","Female","United-States"
24,"Asian-Pac-Islander","Female","United-States"
34,"White","Male","United-States"
49,"Black","Male","United-States"
50,"Amer-Indian-Eskimo","Female","United-States"
33,"White","Female","United-States"
18,"White","Male","United-States"
45,"White","Female","United-States"
20,"White","Female","United-States"
46,"White","Male","United-States"
64,"White","Female","United-States"
39,"White","Male","United-States"
35,"White","Male","United-States"
21,"White","Male","United-States"
29,"White","Male","United-States"
38,"Black","Female","United-States"
45,"White","Female","United-States"
30,"Asian-Pac-Islander","Male","India"
41,"White","Female","United-States"
37,"Asian-Pac-Islander","Male","Hong"
45,"White","Male","United-States"
45,"White","Male","United-States"
20,"White","Male","United-States"
63,"White","Female","United-States"
35,"White","Male","United-States"
24,"White","Male","United-States"
19,"White","Male","United-States"
23,"White","Male","United-States"
34,"White","Female","United-States"
36,"White","Male","Mexico"
46,"White","Male","United-States"
38,"White","Male","United-States"
55,"White","Female","United-States"
27,"Asian-Pac-Islander","Male","India"
48,"White","Male","United-States"
35,"White","Female","United-States"
53,"Black","Male","United-States"
47,"White","Male","United-States"
50,"White","Male","United-States"
32,"White","Male","United-States"
40,"White","Male","United-States"
41,"White","Male","United-States"
47,"White","Male","United-States"
21,"Black","Female","United-States"
45,"White","Male","United-States"
33,"Black","Female","Trinadad&Tobago"
68,"White","Female","United-States"
44,"White","Male","United-States"
49,"White","Male","United-States"
45,"White","Male","Poland"
41,"White","Male","United-States"
29,"White","Male","Mexico"
19,"White","Male","Mexico"
56,"White","Male","United-States"
55,"White","Male","United-States"
29,"White","Male","United-States"
21,"White","Female","United-States"
52,"White","Male","United-States"
22,"White","Female","United-States"
20,"White","Male","United-States"
31,"Black","Male","England"
39,"White","Male","United-States"
55,"White","Female","United-States"
35,"White","Male","United-States"
45,"White","Male","United-States"
61,"White","Male","United-States"
18,"White","Male","United-States"
51,"White","Male","United-States"
37,"White","Male","United-States"
32,"White","Female","United-States"
48,"Black","Male","United-States"
62,"White","Male","United-States"
28,"White","Male","United-States"
19,"White","Male","United-States"
20,"White","Female","United-States"
41,"White","Male","United-States"
29,"Black","Female","United-States"
47,"White","Male","United-States"
43,"White","Male","United-States"
20,"White","Male","United-States"
29,"Black","Male","United-States"
51,"Black","Female","United-States"
40,"White","Male","United-States"
26,"White","Male","Mexico"
30,"White","Female","United-States"
36,"White","Female","United-States"
68,"White","Male","United-States"
42,"White","Female","United-States"
41,"White","Male","United-States"
43,"White","Male","United-States"
20,"White","Male","United-States"
43,"White","Male","United-States"
53,"White","Male","United-States"
45,"White","Male","United-States"
39,"White","Male","United-States"
31,"White","Male","United-States"
23,"Asian-Pac-Islander","Male","Philippines"
38,"White","Female","United-States"
37,"White","Male","Cuba"
18,"White","Female","United-States"
41,"White","Male","Mexico"
30,"White","Female","United-States"
26,"White","Male","United-States"
37,"White","Male","United-States"
25,"Black","Female","United-States"
33,"White","Male","Peru"
37,"White","Male","United-States"
31,"White","Male","United-States"
27,"White","Male","United-States"
35,"White","Male","United-States"
28,"White","Female","United-States"
59,"White","Male","Guatemala"
42,"White","Male","United-States"
50,"White","Male","United-States"
32,"White","Female","United-States"
27,"Black","Male","United-States"
43,"White","Male","United-States"
46,"Amer-Indian-Eskimo","Male","United-States"
41,"White","Male","United-States"
59,"White","Female","United-States"
20,"White","Female","United-States"
46,"White","Male","United-States"
45,"Black","Male","United-States"
29,"Asian-Pac-Islander","Male","United-States"
23,"White","Male","Mexico"
46,"White","Male","United-States"
58,"White","Male","United-States"
38,"Asian-Pac-Islander","Female","United-States"
29,"White","Male","United-States"
26,"White","Female","United-States"
42,"Asian-Pac-Islander","Male","Philippines"
61,"Asian-Pac-Islander","Male","United-States"
31,"White","Male","United-States"
43,"White","Male","United-States"
47,"White","Male","United-States"
51,"White","Male","United-States"
23,"White","Male","United-States"
24,"White","Female","United-States"
38,"White","Male","United-States"
48,"White","Female","United-States"
33,"White","Male","United-States"
18,"Asian-Pac-Islander","Female","Philippines"
52,"White","Male","United-States"
46,"White","Male","United-States"
28,"White","Male","United-States"
37,"Asian-Pac-Islander","Male","Vietnam"
45,"White","Male","United-States"
17,"White","Female","United-States"
56,"White","Male","United-States"
38,"White","Male","United-States"
81,"White","Male","United-States"
22,"White","Female","United-States"
43,"White","Female","United-States"
31,"White","Female","United-States"
42,"White","Male","United-States"
50,"White","Male","United-States"
31,"White","Male","United-States"
35,"White","Female","United-States"
36,"Black","Female","United-States"
33,"White","Male","Mexico"
36,"Black","Female","United-States"
50,"White","Male","United-States"
55,"White","Male","United-States"
29,"White","Female","United-States"
24,"Black","Female","Haiti"
39,"White","Male","United-States"
34,"White","Male","United-States"
29,"White","Female","United-States"
60,"Other","Male","United-States"
33,"White","Female","United-States"
58,"White","Male","El-Salvador"
27,"White","Male","United-States"
46,"Amer-Indian-Eskimo","Female","United-States"
63,"White","Male","United-States"
38,"White","Female","United-States"
23,"White","Male","United-States"
29,"White","Female","United-States"
31,"White","Female","United-States"
49,"White","Male","United-States"
45,"White","Male","United-States"
42,"White","Male","United-States"
48,"White","Male","United-States"
33,"White","Male","United-States"
24,"White","Male","United-States"
49,"White","Male","United-States"
40,"White","Male","United-States"
57,"White","Male","United-States"
50,"White","Female","United-States"
46,"White","Male","United-States"
35,"White","Male","United-States"
19,"White","Female","United-States"
18,"White","Female","United-States"
20,"White","Male","United-States"
42,"White","Male","United-States"
46,"Asian-Pac-Islander","Male","Cambodia"
40,"White","Female","United-States"
54,"Asian-Pac-Islander","Male","United-States"
28,"White","Male","United-States"
38,"White","Male","United-States"
28,"White","Female","United-States"
22,"White","Male","United-States"
31,"White","Male","United-States"
27,"White","Male","United-States"
45,"White","Male","United-States"
38,"White","Male","United-States"
67,"White","Female","United-States"
75,"White","Male","United-States"
41,"Black","Female","United-States"
37,"White","Male","United-States"
47,"White","Female","Cuba"
34,"White","Male","Mexico"
25,"White","Male","United-States"
52,"White","Female","United-States"
27,"White","Male","United-States"
35,"Other","Male","Puerto-Rico"
44,"White","Female","Mexico"
27,"White","Male","United-States"
42,"White","Male","United-States"
26,"White","Female","El-Salvador"
23,"White","Male","Canada"
28,"Amer-Indian-Eskimo","Female","United-States"
38,"White","Male","United-States"
28,"White","Male","United-States"
29,"White","Female","United-States"
56,"White","Male","Columbia"
30,"Black","Female","United-States"
48,"White","Male","United-States"
38,"White","Male","Cuba"
24,"White","Male","United-States"
47,"White","Male","United-States"
29,"White","Female","United-States"
45,"White","Male","United-States"
24,"White","Male","United-States"
40,"White","Male","United-States"
28,"Black","Male","Trinadad&Tobago"
46,"White","Female","United-States"
32,"White","Male","United-States"
20,"White","Male","United-States"
23,"White","Male","Mexico"
46,"White","Male","United-States"
21,"White","Female","United-States"
59,"Asian-Pac-Islander","Male","United-States"
31,"White","Male","United-States"
48,"White","Female","United-States"
34,"White","Male","United-States"
19,"White","Male","United-States"
20,"White","Male","United-States"
29,"White","Male","United-States"
54,"White","Male","United-States"
36,"White","Male","United-States"
43,"White","Male","United-States"
46,"White","Male","United-States"
33,"White","Male","United-States"
33,"White","Female","United-States"
36,"White","Male","United-States"
37,"White","Male","United-States"
45,"White","Male","United-States"
25,"White","Female","United-States"
28,"White","Male","United-States"
26,"White","Female","United-States"
23,"White","Male","United-States"
24,"White","Female","United-States"
58,"White","Female","United-States"
36,"White","Female","United-States"
46,"White","Male","United-States"
32,"White","Male","United-States"
26,"Black","Male","United-States"
52,"White","Female","United-States"
19,"White","Female","United-States"
33,"White","Male","United-States"
60,"White","Male","United-States"
39,"White","Male","United-States"
45,"White","Male","United-States"
37,"Black","Female","United-States"
29,"White","Male","United-States"
53,"White","Male","United-States"
46,"White","Male","United-States"
20,"White","Male","United-States"
39,"White","Female","United-States"
48,"White","Female","United-States"
38,"Black","Male","United-States"
36,"White","Male","United-States"
53,"Black","Female","United-States"
29,"White","Male","United-States"
64,"White","Male","United-States"
34,"White","Male","United-States"
41,"White","Female","United-States"
34,"White","Female","United-States"
22,"White","Male","United-States"
43,"White","Male","United-States"
36,"White","Male","United-States"
47,"White","Male","United-States"
33,"White","Male","United-States"
27,"White","Female","United-States"
33,"White","Male","United-States"
24,"White","Female","United-States"
47,"White","Female","United-States"
48,"White","Male","United-States"
28,"White","Male","United-States"
33,"White","Male","United-States"
44,"White","Male","United-States"
33,"White","Male","United-States"
26,"White","Female","United-States"
22,"White","Male","United-States"
34,"White","Male","United-States"
31,"White","Male","United-States"
38,"White","Male","United-States"
51,"White","Female","United-States"
36,"White","Male","United-States"
29,"White","Male","United-States"
64,"White","Male","United-States"
24,"White","Male","United-States"
21,"White","Female","United-States"
28,"White","Male","United-States"
41,"White","Male","United-States"
17,"White","Male","United-States"
58,"White","Male","United-States"
50,"White","Male","United-States"
30,"Amer-Indian-Eskimo","Male","Mexico"
47,"White","Male","United-States"
24,"White","Male","United-States"
50,"Black","Male","United-States"
29,"White","Male","Scotland"
31,"White","Male","United-States"
40,"White","Male","United-States"
31,"White","Female","United-States"
53,"Black","Male","United-States"
33,"White","Female","United-States"
43,"White","Male","United-States"
56,"White","Female","United-States"
38,"White","Female","United-States"
18,"White","Female","United-States"
50,"White","Male","United-States"
78,"White","Female","United-States"
27,"White","Male","United-States"
19,"White","Female","United-States"
24,"White","Female","United-States"
20,"White","Male","United-States"
25,"White","Male","United-States"
34,"White","Female","United-States"
30,"White","Male","United-States"
37,"White","Female","United-States"
38,"White","Male","United-States"
67,"Asian-Pac-Islander","Male","Philippines"
35,"White","Male","United-States"
75,"White","Male","United-States"
47,"White","Female","United-States"
23,"White","Male","United-States"
51,"White","Female","United-States"
42,"Black","Male","United-States"
32,"White","Female","United-States"
54,"White","Female","United-States"
20,"White","Female","United-States"
39,"White","Male","United-States"
41,"White","Male","United-States"
35,"White","Female","United-States"
45,"White","Male","United-States"
27,"White","Female","United-States"
61,"White","Male","United-States"
41,"White","Male","United-States"
22,"White","Male","United-States"
55,"Black","Male","United-States"
25,"White","Male","United-States"
20,"White","Female","United-States"
20,"Black","Female","United-States"
67,"White","Male","United-States"
44,"White","Male","United-States"
42,"White","Male","United-States"
29,"Other","Male","Ecuador"
48,"White","Female","United-States"
25,"Black","Female","United-States"
31,"White","Female","United-States"
48,"White","Female","United-States"
40,"White","Male","United-States"
26,"White","Male","United-States"
28,"White","Female","United-States"
52,"White","Male","United-States"
41,"White","Male","United-States"
39,"White","Female","United-States"
48,"Black","Female","Trinadad&Tobago"
19,"White","Female","United-States"
27,"White","Male","United-States"
59,"White","Male","United-States"
19,"White","Male","United-States"
32,"White","Male","United-States"
39,"White","Male","United-States"
33,"White","Male","United-States"
38,"White","Male","United-States"
27,"White","Male","United-States"
23,"White","Female","United-States"
25,"Asian-Pac-Islander","Male","India"
37,"White","Male","United-States"
31,"White","Male","United-States"
24,"White","Female","United-States"
53,"White","Female","Dominican-Republic"
25,"White","Female","United-States"
59,"White","Male","United-States"
39,"White","Female","United-States"
28,"White","Male","United-States"
22,"White","Male","United-States"
20,"White","Male","El-Salvador"
25,"White","Female","United-States"
27,"White","Male","United-States"
20,"White","Male","United-States"
43,"White","Male","United-States"
39,"White","Female","United-States"
27,"White","Male","United-States"
17,"White","Female","United-States"
40,"White","Male","United-States"
50,"White","Male","United-States"
23,"White","Female","United-States"
60,"White","Male","United-States"
30,"White","Female","United-States"
24,"White","Male","United-States"
23,"White","Female","United-States"
24,"White","Male","United-States"
45,"White","Male","United-States"
58,"White","Male","United-States"
22,"White","Male","United-States"
41,"White","Male","United-States"
48,"White","Male","United-States"
31,"White","Male","United-States"
33,"White","Male","United-States"
49,"White","Male","United-States"
30,"White","Male","United-States"
38,"White","Male","United-States"
58,"White","Male","United-States"
58,"White","Female","United-States"
61,"White","Male","United-States"
58,"White","Male","United-States"
32,"White","Male","United-States"
33,"White","Male","United-States"
28,"White","Female","United-States"
22,"White","Female","United-States"
35,"White","Male","United-States"
59,"White","Male","United-States"
50,"Black","Male","United-States"
56,"White","Female","United-States"
36,"White","Male","United-States"
28,"Amer-Indian-Eskimo","Male","United-States"
42,"Black","Male","United-States"
60,"White","Male","United-States"
41,"White","Male","United-States"
42,"White","Male","United-States"
36,"White","Male","United-States"
52,"White","Male","United-States"
42,"White","Male","United-States"
26,"White","Male","United-States"
31,"White","Female","United-States"
47,"White","Female","Mexico"
35,"White","Male","United-States"
19,"White","Male","United-States"
59,"White","Female","United-States"
38,"White","Male","United-States"
36,"White","Male","United-States"
35,"White","Female","United-States"
39,"White","Male","United-States"
64,"White","Male","United-States"
17,"White","Female","United-States"
49,"White","Male","United-States"
19,"White","Female","United-States"
36,"White","Female","United-States"
26,"White","Male","United-States"
27,"White","Female","El-Salvador"
66,"White","Male","United-States"
38,"White","Male","United-States"
25,"White","Female","United-States"
19,"White","Female","United-States"
30,"White","Male","United-States"
22,"Asian-Pac-Islander","Male","South"
60,"White","Male","United-States"
54,"White","Male","United-States"
46,"White","Male","United-States"
33,"White","Male","United-States"
51,"White","Female","United-States"
43,"White","Male","United-States"
60,"White","Male","United-States"
39,"White","Male","United-States"
23,"White","Female","United-States"
39,"White","Female","United-States"
40,"White","Male","United-States"
48,"White","Male","United-States"
24,"White","Male","United-States"
32,"White","Male","United-States"
31,"White","Male","United-States"
39,"Black","Male","United-States"
27,"White","Female","United-States"
45,"Black","Male","United-States"
31,"Asian-Pac-Islander","Male","Vietnam"
63,"White","Female","United-States"
45,"White","Male","United-States"
28,"White","Female","United-States"
23,"White","Female","United-States"
50,"White","Male","United-States"
33,"White","Male","United-States"
27,"White","Male","United-States"
29,"White","Male","United-States"
36,"White","Female","United-States"
60,"White","Male","Mexico"
23,"White","Male","United-States"
38,"White","Male","United-States"
60,"White","Male","United-States"
20,"White","Female","United-States"
37,"Black","Female","United-States"
37,"White","Male","United-States"
58,"White","Male","United-States"
25,"White","Male","Canada"
27,"White","Female","United-States"
33,"White","Male","United-States"
43,"White","Female","United-States"
21,"Black","Male","United-States"
45,"Other","Male","Mexico"
44,"Black","Male","United-States"
53,"White","Male","United-States"
31,"Black","Female","United-States"
18,"Asian-Pac-Islander","Male","Philippines"
20,"White","Female","United-States"
32,"White","Male","United-States"
48,"Black","Male","United-States"
46,"Black","Male","United-States"
28,"White","Male","United-States"
27,"Black","Male","United-States"
18,"White","Female","United-States"
69,"White","Male","United-States"
50,"White","Male","United-States"
43,"White","Female","Greece"
32,"White","Female","United-States"
43,"White","Female","United-States"
52,"White","Male","United-States"
35,"White","Female","United-States"
46,"White","Female","United-States"
58,"White","Male","United-States"
46,"White","Male","United-States"
40,"White","Male","United-States"
25,"White","Male","United-States"
22,"White","Female","United-States"
33,"White","Male","United-States"
49,"White","Male","United-States"
62,"White","Female","United-States"
56,"Black","Male","United-States"
24,"White","Female","Mexico"
42,"White","Female","United-States"
41,"White","Female","United-States"
23,"White","Male","Ecuador"
35,"White","Male","United-States"
22,"White","Male","Mexico"
32,"White","Male","United-States"
25,"White","Male","United-States"
66,"Black","Female","United-States"
26,"White","Male","United-States"
46,"White","Male","United-States"
55,"White","Male","United-States"
24,"White","Male","United-States"
25,"White","Male","United-States"
22,"White","Female","United-States"
31,"White","Male","United-States"
30,"White","Female","United-States"
54,"White","Male","United-States"
56,"White","Female","United-States"
47,"Asian-Pac-Islander","Male","Japan"
29,"Black","Male","United-States"
53,"White","Male","United-States"
22,"Black","Female","United-States"
42,"White","Female","United-States"
21,"White","Male","United-States"
36,"White","Female","United-States"
69,"White","Female","United-States"
31,"Amer-Indian-Eskimo","Male","United-States"
48,"White","Female","United-States"
23,"White","Female","United-States"
24,"Asian-Pac-Islander","Male","United-States"
47,"Black","Male","United-States"
36,"Amer-Indian-Eskimo","Female","United-States"
39,"White","Male","United-States"
22,"White","Female","United-States"
27,"White","Male","United-States"
36,"White","Male","United-States"
54,"White","Male","Mexico"
33,"White","Female","United-States"
42,"White","Male","United-States"
52,"White","Male","United-States"
23,"White","Male","United-States"
33,"White","Male","Mexico"
30,"White","Female","United-States"
35,"Black","Male","Jamaica"
27,"White","Male","United-States"
24,"White","Male","United-States"
44,"White","Male","United-States"
62,"Black","Female","United-States"
45,"White","Male","United-States"
75,"White","Male","United-States"
47,"White","Male","United-States"
64,"White","Male","United-States"
54,"White","Male","United-States"
41,"White","Male","United-States"
33,"White","Male","United-States"
20,"White","Female","United-States"
51,"White","Male","United-States"
45,"White","Male","United-States"
43,"White","Male","Yugoslavia"
30,"White","Male","United-States"
32,"White","Female","United-States"
61,"White","Female","United-States"
21,"White","Male","England"
56,"White","Male","United-States"
28,"White","Male","United-States"
23,"Black","Female","United-States"
55,"White","Male","United-States"
33,"White","Male","United-States"
22,"White","Female","United-States"
43,"White","Male","United-States"
32,"White","Female","United-States"
38,"White","Female","United-States"
18,"White","Male","United-States"
35,"White","Male","United-States"
29,"White","Female","United-States"
19,"White","Male","Mexico"
39,"White","Male","United-States"
29,"White","Male","United-States"
45,"White","Male","United-States"
44,"White","Male","United-States"
42,"White","Male","United-States"
34,"White","Male","United-States"
52,"White","Male","United-States"
64,"White","Male","France"
30,"White","Male","United-States"
43,"White","Male","Germany"
49,"White","Male","United-States"
35,"White","Male","United-States"
37,"White","Male","United-States"
49,"White","Male","United-States"
19,"White","Female","United-States"
22,"White","Male","United-States"
31,"Black","Male","United-States"
26,"White","Male","United-States"
44,"White","Male","United-States"
38,"White","Female","United-States"
33,"White","Male","United-States"
18,"White","Male","United-States"
32,"Black","Female","United-States"
27,"White","Female","United-States"
28,"Black","Male","Jamaica"
30,"White","Male","United-States"
33,"Black","Male","United-States"
74,"White","Female","United-States"
36,"Asian-Pac-Islander","Male","South"
36,"White","Male","United-States"
29,"White","Female","United-States"
39,"White","Female","United-States"
25,"White","Male","United-States"
21,"White","Male","United-States"
39,"White","Female","United-States"
38,"White","Female","United-States"
20,"Asian-Pac-Islander","Female","United-States"
51,"White","Male","United-States"
21,"White","Female","United-States"
36,"White","Female","United-States"
50,"Black","Female","United-States"
38,"White","Male","United-States"
25,"White","Female","United-States"
23,"White","Female","United-States"
36,"White","Male","United-States"
41,"White","Male","Germany"
34,"White","Female","United-States"
19,"White","Male","United-States"
18,"White","Female","United-States"
36,"White","Male","United-States"
46,"White","Male","United-States"
29,"White","Male","United-States"
23,"White","Female","United-States"
35,"White","Male","United-States"
35,"White","Male","United-States"
40,"White","Male","United-States"
22,"Asian-Pac-Islander","Male","United-States"
19,"White","Female","United-States"
70,"White","Male","United-States"
38,"Black","Male","United-States"
35,"White","Male","United-States"
25,"White","Female","United-States"
39,"White","Male","United-States"
43,"White","Male","United-States"
37,"White","Male","Philippines"
51,"White","Male","El-Salvador"
20,"Black","Male","United-States"
21,"White","Female","United-States"
47,"Black","Female","United-States"
44,"White","Female","United-States"
17,"White","Male","United-States"
25,"White","Male","United-States"
43,"White","Female","United-States"
46,"White","Male","United-States"
42,"White","Male","United-States"
46,"Amer-Indian-Eskimo","Male","United-States"
22,"White","Female","United-States"
49,"Black","Male","United-States"
21,"White","Male","United-States"
53,"White","Female","United-States"
43,"White","Male","United-States"
22,"White","Male","United-States"
33,"White","Female","United-States"
28,"White","Female","United-States"
25,"White","Female","United-States"
40,"Asian-Pac-Islander","Male","China"
50,"White","Male","United-States"
48,"White","Male","United-States"
30,"White","Male","United-States"
33,"Black","Female","United-States"
34,"Asian-Pac-Islander","Male","Philippines"
42,"Asian-Pac-Islander","Male","United-States"
48,"Asian-Pac-Islander","Male","United-States"
38,"White","Male","United-States"
29,"White","Male","United-States"
33,"White","Male","United-States"
64,"White","Male","United-States"
44,"White","Female","United-States"
42,"White","Male","United-States"
49,"White","Male","United-States"
25,"White","Male","United-States"
33,"White","Female","United-States"
38,"White","Male","United-States"
20,"White","Female","United-States"
44,"White","Male","United-States"
45,"White","Male","United-States"
27,"White","Male","United-States"
18,"White","Male","United-States"
38,"White","Male","United-States"
